obs,Sample_id,SampleDate,ReportDate,P2,Grower,Field,Y,X,attribute,measure
3053,13,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715106,44.003974,Cec,17
3054,14,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713939,44.003573,Cec,16
3055,15,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717323,44.004169,Cec,21.1
3056,16,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713937,44.004847,Cec,17.9
3057,17,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715969,44.00454,Cec,14.6
3058,18,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717436,44.004981,Cec,16.7
3059,19,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717464,44.006085,Cec,21.5
3060,21,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714748,44.005403,Cec,25.8
3061,22,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713944,44.005743,Cec,31.9
3062,23,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714413,44.006418,Cec,24.6
3063,24,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715524,44.00643,Cec,24.7
3064,25,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716721,44.007198,Cec,25.8
3065,26,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715544,44.00727,Cec,28
3066,27,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714043,44.007149,Cec,27.7
3067,28,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713809,44.001158,Cec,21.6
3068,20,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716563,44.005518,Cec,20.3
3069,21,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789544,43.993098,Cec,13.2
3070,22,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789501,43.9926,Cec,15.5
3071,27,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789415,43.986972,Cec,11.4
3072,5,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.793132,43.992454,Cec,20.8
3073,6,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.792942,43.993183,Cec,13
3074,8,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791453,43.990199,Cec,8.7
3075,9,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791117,43.989561,Cec,23.6
3076,10,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791278,43.988939,Cec,21.6
3077,11,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791485,43.988026,Cec,17.3
3078,12,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791651,43.987113,Cec,19.7
3079,13,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790426,43.986993,Cec,14.5
3080,14,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79048,43.987656,Cec,15.4
3081,15,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790527,43.98863,Cec,15.4
3082,16,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789865,43.98947,Cec,14.4
3083,17,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79043,43.9901,Cec,16.9
3084,18,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790678,43.991096,Cec,10.9
3085,19,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790759,43.992419,Cec,29.1
3086,20,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791025,43.993192,Cec,20.8
3087,23,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.78936,43.990273,Cec,13
3088,24,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788906,43.989509,Cec,21
3089,25,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788962,43.98871,Cec,13.9
3090,26,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789561,43.987705,Cec,14.3
3091,29,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789559,43.991084,Cec,21.3
3092,1,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.795423,43.992537,Cec,17.5
3093,2,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794859,43.993213,Cec,21.1
3094,3,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794072,43.992681,Cec,16.2
3095,4,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794252,43.991797,Cec,25.5
3096,28,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.796501,43.99326,Cec,15
3097,7,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791593,43.992593,Cec,20.2
3098,41,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.797858,44.041203,Cec,20.1
3099,42,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795701,44.040519,Cec,31.5
3100,46,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794507,44.039956,Cec,23.6
3101,45,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790539,44.039106,Cec,24.6
3102,47,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789406,44.03939,Cec,16.4
3103,19,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796546,44.042351,Cec,27.7
3104,1,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794191,44.043868,Cec,22.5
3105,17,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794509,44.043223,Cec,19
3106,18,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79787,44.04228,Cec,19.1
3107,20,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795191,44.042227,Cec,32
3108,21,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793774,44.041882,Cec,20.5
3109,22,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793374,44.042354,Cec,20.5
3110,38,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794446,44.040494,Cec,23.7
3111,39,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795601,44.04124,Cec,22.7
3112,34,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7894,44.040929,Cec,24.8
3113,48,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787318,44.040334,Cec,25.5
3114,2,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79294,44.043647,Cec,22.4
3115,3,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791681,44.043841,Cec,21.1
3116,4,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790426,44.043828,Cec,24.3
3117,5,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789361,44.043621,Cec,19
3118,14,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789307,44.042996,Cec,16.7
3119,15,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790425,44.043033,Cec,19.1
3120,16,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793154,44.043111,Cec,20.1
3121,23,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791611,44.042262,Cec,19.7
3122,24,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790729,44.042277,Cec,19.5
3123,25,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789325,44.042079,Cec,18.6
3124,35,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79065,44.041175,Cec,20.9
3125,36,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791528,44.041356,Cec,19
3126,37,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793113,44.041018,Cec,21.6
3127,43,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.792411,44.040423,Cec,19.9
3128,44,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7899,44.040482,Cec,26.9
3129,49,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791575,44.043216,Cec,30.2
3130,31,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785745,44.041331,Cec,18.4
3131,6,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787815,44.043763,Cec,18.9
3132,7,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786711,44.043849,Cec,18.9
3133,8,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785712,44.043741,Cec,19.6
3134,9,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784476,44.043642,Cec,17.5
3135,10,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784437,44.043066,Cec,15.9
3136,11,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785492,44.042882,Cec,16.8
3137,12,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.78642,44.043149,Cec,17.6
3138,13,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787748,44.042894,Cec,17.4
3139,26,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787836,44.041928,Cec,14.2
3140,27,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786688,44.041647,Cec,14.4
3141,28,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785438,44.042245,Cec,16
3142,29,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784606,44.042261,Cec,15.1
3143,30,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784361,44.040973,Cec,19.1
3144,32,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786437,44.040678,Cec,16.8
3145,33,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787549,44.04102,Cec,23.1
3146,40,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796675,44.041007,Cec,25.6
3147,10,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727839,43.953417,Cec,26.7
3148,11,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726718,43.953417,Cec,24.6
3149,12,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725547,43.953435,Cec,23.6
3150,13,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.953435,Cec,23.2
3151,14,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724252,43.954331,Cec,24
3152,15,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.954385,Cec,22.3
3153,16,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.954385,Cec,24.5
3154,17,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.954385,Cec,26.7
3155,18,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.9553,Cec,31.1
3156,19,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726792,43.955264,Cec,34.5
3157,20,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.955264,Cec,23.4
3158,21,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.955264,Cec,24.6
3159,22,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956161,Cec,27
3160,23,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725422,43.956161,Cec,36.8
3161,24,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.956143,Cec,28.6
3162,25,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727963,43.956179,Cec,18
3163,26,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727988,43.956986,Cec,25.9
3164,27,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.956986,Cec,27.8
3165,28,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.957039,Cec,35.5
3166,29,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956986,Cec,37.7
3167,42,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.953327,Cec,34.4
3168,43,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.953327,Cec,40.3
3169,44,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.953327,Cec,23.2
3170,9,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727864,43.95252,Cec,20.1
3171,1,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.951641,Cec,23.2
3172,2,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.950709,Cec,23
3173,3,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727888,43.950727,Cec,23.5
3174,4,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.951641,Cec,24
3175,5,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726743,43.951624,Cec,27.1
3176,6,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.952502,Cec,33.7
3177,7,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.952502,Cec,28.1
3178,8,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.95252,Cec,20.7
3179,30,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.950691,Cec,20.2
3180,31,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721711,43.950727,Cec,17.9
3181,32,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.950709,Cec,20
3182,33,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.951641,Cec,31.6
3183,34,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.951624,Cec,32.2
3184,35,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72049,43.951624,Cec,34.3
3185,36,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719245,43.951624,Cec,34.5
3186,37,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.952502,Cec,23.9
3187,38,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72039,43.952502,Cec,21
3188,39,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721736,43.952502,Cec,18.3
3189,40,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.952502,Cec,21.6
3190,45,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719145,43.950691,Cec,16.9
3191,46,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.951677,Cec,22.4
3192,41,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.953327,Cec,33.7
3193,1,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715079,44.001031,Ca_sat,68.5
3194,2,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716077,44.001391,Ca_sat,67.5
3195,3,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717587,44.001059,Ca_sat,67.5
3196,4,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717699,44.001909,Ca_sat,67.5
3197,5,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716624,44.002105,Ca_sat,54.2
3198,6,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715059,44.001936,Ca_sat,69.4
3199,7,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713805,44.001922,Ca_sat,68.1
3200,8,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713972,44.00264,Ca_sat,65.4
3201,9,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715039,44.002841,Ca_sat,63.5
3202,10,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716294,44.002855,Ca_sat,66.3
3203,11,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717385,44.003141,Ca_sat,69.3
3204,12,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716274,44.00376,Ca_sat,66
3205,13,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715106,44.003974,Ca_sat,69.5
3206,14,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713939,44.003573,Ca_sat,68.4
3207,15,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717323,44.004169,Ca_sat,68
3208,16,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713937,44.004847,Ca_sat,66.7
3209,17,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715969,44.00454,Ca_sat,68.4
3210,18,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717436,44.004981,Ca_sat,56.9
3211,19,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717464,44.006085,Ca_sat,70.9
3212,21,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714748,44.005403,Ca_sat,60
3213,22,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713944,44.005743,Ca_sat,71.3
3214,23,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714413,44.006418,Ca_sat,65.9
3215,24,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715524,44.00643,Ca_sat,69.3
3216,25,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716721,44.007198,Ca_sat,69.9
3217,26,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715544,44.00727,Ca_sat,69.8
3218,27,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714043,44.007149,Ca_sat,68.8
3219,28,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713809,44.001158,Ca_sat,67.3
3220,20,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716563,44.005518,Ca_sat,69.9
3221,21,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789544,43.993098,Ca_sat,51.1
3222,22,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789501,43.9926,Ca_sat,52.5
3223,27,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789415,43.986972,Ca_sat,62.6
3224,5,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.793132,43.992454,Ca_sat,57.9
3225,6,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.792942,43.993183,Ca_sat,55.7
3226,8,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791453,43.990199,Ca_sat,49.7
3227,9,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791117,43.989561,Ca_sat,47.2
3228,10,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791278,43.988939,Ca_sat,45.6
3229,11,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791485,43.988026,Ca_sat,49.1
3230,12,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791651,43.987113,Ca_sat,69.1
3231,13,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790426,43.986993,Ca_sat,64
3232,14,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79048,43.987656,Ca_sat,54.4
3233,15,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790527,43.98863,Ca_sat,59.2
3234,16,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789865,43.98947,Ca_sat,56.9
3235,17,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79043,43.9901,Ca_sat,58.8
3236,18,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790678,43.991096,Ca_sat,57.3
3237,19,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790759,43.992419,Ca_sat,65.7
3238,20,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791025,43.993192,Ca_sat,54.4
3239,23,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.78936,43.990273,Ca_sat,49.5
3240,24,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788906,43.989509,Ca_sat,49.9
3241,25,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788962,43.98871,Ca_sat,55.6
3242,26,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789561,43.987705,Ca_sat,66.6
3243,29,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789559,43.991084,Ca_sat,51.6
3244,1,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.795423,43.992537,Ca_sat,48.4
3245,2,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794859,43.993213,Ca_sat,59.5
3246,3,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794072,43.992681,Ca_sat,52.2
3247,4,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794252,43.991797,Ca_sat,46.7
3248,28,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.796501,43.99326,Ca_sat,55.9
3249,7,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791593,43.992593,Ca_sat,61.2
3250,41,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.797858,44.041203,Ca_sat,60.5
3251,42,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795701,44.040519,Ca_sat,68.9
3252,46,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794507,44.039956,Ca_sat,69.9
3253,45,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790539,44.039106,Ca_sat,43
3254,47,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789406,44.03939,Ca_sat,64.9
3255,19,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796546,44.042351,Ca_sat,66.5
3256,1,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794191,44.043868,Ca_sat,62.8
3257,17,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794509,44.043223,Ca_sat,61.6
3258,18,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79787,44.04228,Ca_sat,61.9
3259,20,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795191,44.042227,Ca_sat,71.6
3260,21,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793774,44.041882,Ca_sat,68
3261,22,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793374,44.042354,Ca_sat,60.1
3262,38,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794446,44.040494,Ca_sat,58.8
3263,39,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795601,44.04124,Ca_sat,57.6
3264,34,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7894,44.040929,Ca_sat,69.4
3265,48,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787318,44.040334,Ca_sat,62.8
3266,2,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79294,44.043647,Ca_sat,63
3267,3,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791681,44.043841,Ca_sat,64
3268,4,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790426,44.043828,Ca_sat,64.2
3269,5,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789361,44.043621,Ca_sat,63.5
3270,14,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789307,44.042996,Ca_sat,63.8
3271,15,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790425,44.043033,Ca_sat,65.2
3272,16,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793154,44.043111,Ca_sat,61
3273,23,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791611,44.042262,Ca_sat,59.1
3274,24,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790729,44.042277,Ca_sat,61
3275,25,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789325,44.042079,Ca_sat,67.3
3276,35,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79065,44.041175,Ca_sat,60.7
3277,36,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791528,44.041356,Ca_sat,53.7
3278,37,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793113,44.041018,Ca_sat,59.8
3279,43,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.792411,44.040423,Ca_sat,66.4
3280,44,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7899,44.040482,Ca_sat,57
3281,49,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791575,44.043216,Ca_sat,65.9
3282,31,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785745,44.041331,Ca_sat,58.7
3283,6,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787815,44.043763,Ca_sat,62.8
3284,7,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786711,44.043849,Ca_sat,61.7
3285,8,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785712,44.043741,Ca_sat,61.3
3286,9,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784476,44.043642,Ca_sat,63.5
3287,10,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784437,44.043066,Ca_sat,54.1
3288,11,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785492,44.042882,Ca_sat,56.1
3289,12,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.78642,44.043149,Ca_sat,56.4
3290,13,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787748,44.042894,Ca_sat,60.3
3291,26,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787836,44.041928,Ca_sat,65
3292,27,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786688,44.041647,Ca_sat,53.1
3293,28,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785438,44.042245,Ca_sat,56.3
3294,29,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784606,44.042261,Ca_sat,67.6
3295,30,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784361,44.040973,Ca_sat,69.9
3296,32,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786437,44.040678,Ca_sat,68
3297,33,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787549,44.04102,Ca_sat,55
3298,40,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796675,44.041007,Ca_sat,59.9
3299,10,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727839,43.953417,Ca_sat,54.7
3300,11,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726718,43.953417,Ca_sat,65.7
3301,12,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725547,43.953435,Ca_sat,68.2
3302,13,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.953435,Ca_sat,60.4
3303,14,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724252,43.954331,Ca_sat,65.8
3304,15,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.954385,Ca_sat,68.1
3305,16,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.954385,Ca_sat,65.4
3306,17,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.954385,Ca_sat,73.8
3307,18,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.9553,Ca_sat,74
